,Argument ID,Conclusion,Stance,Premise,text,category,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
3418,A27088,We should ban targeted killing,against,"a successful targeted killing can prevent a war or other deaths and as such, should be a tool at our disposal.","a successful targeted killing can prevent a war or other deaths and as such, should be a tool at our disposal. against We should ban targeted killing","['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6801,A30202,Foster care brings more harm than good,in favor of,some foster carers are doing it just for the money and don't really care about the children.,some foster carers are doing it just for the money and don't really care about the children. in favor of Foster care brings more harm than good,"['Achievement', 'Security: personal', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
811,A18189,We should abolish zoos,in favor of,"zoos are inherently cruel to the animals, keeping them confined in unnatural conditions for the benefit of entertaining human visitors - they are miserable, and more prone to disease.","zoos are inherently cruel to the animals, keeping them confined in unnatural conditions for the benefit of entertaining human visitors - they are miserable, and more prone to disease. in favor of We should abolish zoos","['Benevolence: caring', 'Universalism: nature']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2215,A22335,We should ban private military companies,in favor of,we should ban private military companies because they have an unfair monopoly on money and weapons.,we should ban private military companies because they have an unfair monopoly on money and weapons. in favor of We should ban private military companies,"['Self-direction: action', 'Security: societal', 'Conformity: rules', 'Universalism: concern']",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
3362,A27003,We should abolish the three-strikes laws,against,three-strikes laws can act as a deterrent for serial criminal behavior.,three-strikes laws can act as a deterrent for serial criminal behavior. against We should abolish the three-strikes laws,"['Power: dominance', 'Security: societal', 'Conformity: rules', 'Benevolence: caring']",0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
6306,A25118,Entrapment should be legalized,against,allowing people to be entrapped will lead to further abuses of power,allowing people to be entrapped will lead to further abuses of power against Entrapment should be legalized,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3206,A25356,We should oppose collectivism,in favor of,collectivism requires too much individual compromise.,collectivism requires too much individual compromise. in favor of We should oppose collectivism,['Self-direction: action'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,A20423,We should abolish intellectual property rights,against,people deserve to have there inventions protected,people deserve to have there inventions protected against We should abolish intellectual property rights,"['Self-direction: thought', 'Achievement', 'Power: resources', 'Universalism: concern']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
712,A18040,We should subsidize Wikipedia,against,"it may effect its impartiality, governments  may use their funding to influence editors.","it may effect its impartiality, governments  may use their funding to influence editors. against We should subsidize Wikipedia","['Self-direction: thought', 'Security: societal', 'Universalism: concern', 'Universalism: objectivity']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2513,A23296,We should ban private military companies,in favor of,Private military companies should be banned as they are not obliged to follow the strict rules of engagement that the military must which results in abuse of civilians.,Private military companies should be banned as they are not obliged to follow the strict rules of engagement that the military must which results in abuse of civilians. in favor of We should ban private military companies,"['Security: societal', 'Tradition', 'Conformity: rules', 'Benevolence: dependability']",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
2836,A24291,We should stop the development of autonomous cars,in favor of,autonomous cars will never work and the development of said cars should be stopped. there are too many complex situations that will cause more crashes than what is currently happening.,autonomous cars will never work and the development of said cars should be stopped. there are too many complex situations that will cause more crashes than what is currently happening. in favor of We should stop the development of autonomous cars,"['Achievement', 'Security: societal', 'Benevolence: dependability']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5096,E05107,Rural areas should become more attractive for life and work,in favor of,"It seems like a no-brainer to say something like this, but actually the way, we handle soil, must change massively to halt the climate crisis and mitigate its consequences. Thus we need to recultivate and restore abandoned and contaminated places and shift agriculture to regenerative agriculture or restoration agriculture. We need to stabilize family farms and make them ecologically, financially, and socially sustainable. We need between big and medium-sized farms and also highly productive smallholder farms and wildlife reservoirs. This all depends on a lot of labor, engaged people, and legal and conceptual infrastructure. Having all this in place will foster urban areas as well. ","It seems like a no-brainer to say something like this, but actually the way, we handle soil, must change massively to halt the climate crisis and mitigate its consequences. Thus we need to recultivate and restore abandoned and contaminated places and shift agriculture to regenerative agriculture or restoration agriculture. We need to stabilize family farms and make them ecologically, financially, and socially sustainable. We need between big and medium-sized farms and also highly productive smallholder farms and wildlife reservoirs. This all depends on a lot of labor, engaged people, and legal and conceptual infrastructure. Having all this in place will foster urban areas as well.  in favor of Rural areas should become more attractive for life and work","['Stimulation', 'Achievement', 'Security: personal', 'Conformity: rules', 'Universalism: nature', 'Universalism: tolerance']",0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
3833,A28239,We should abolish safe spaces,against,"in this world of bullying and political devisivness, people need places to go feel safe","in this world of bullying and political devisivness, people need places to go feel safe against We should abolish safe spaces",['Security: personal'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2098,A22163,We should ban the Church of Scientology,against,the church of scientology is a choice of religion by many and a constitutional right to freedom of religion that needs to be upheld and respected.,the church of scientology is a choice of religion by many and a constitutional right to freedom of religion that needs to be upheld and respected. against We should ban the Church of Scientology,"['Self-direction: thought', 'Self-direction: action', 'Tradition', 'Conformity: rules', 'Universalism: tolerance']",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1882,A21341,We should abolish safe spaces,in favor of,safe spaces foster isolation and retreat from the rest of society and they do nothing to address underlying safety issues.,safe spaces foster isolation and retreat from the rest of society and they do nothing to address underlying safety issues. in favor of We should abolish safe spaces,"['Stimulation', 'Face', 'Security: personal', 'Security: societal', 'Conformity: rules', 'Humility', 'Universalism: tolerance']",0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
2984,A25012,We should abolish zoos,in favor of,it is unfair to trap animals from their natural habitat and confine them to small spaces for entertainment.,it is unfair to trap animals from their natural habitat and confine them to small spaces for entertainment. in favor of We should abolish zoos,"['Conformity: rules', 'Universalism: nature']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1221,A19329,We should adopt atheism,in favor of,"we should adopt atheism, there is not one piece of evidence for religion being fact, yet science is proven. religion is a manipulative tactic based on lies.","we should adopt atheism, there is not one piece of evidence for religion being fact, yet science is proven. religion is a manipulative tactic based on lies. in favor of We should adopt atheism","['Self-direction: thought', 'Achievement', 'Humility', 'Benevolence: caring', 'Universalism: tolerance', 'Universalism: objectivity']",1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
1372,A20050,We should subsidize student loans,against,there are better things the government can do with that money.,there are better things the government can do with that money. against We should subsidize student loans,"['Power: resources', 'Security: personal', 'Universalism: concern']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
